name	ref	coverage	ref_coverage	qstart	qend	rstart	rend	aligned_ref_len	direction	length	read_length	match	ins	del	sub	iden	acc	mapq
244d20db-67b2-4678-92af-219f88b5e022	kp1_plasmid_1_pilon_pilon_pilon	99.98623726947426	2.8009707057615465	1	7266	1213	8496	7283	-	7284	7266	7264	1	19	1	99.98623348017621	99.71169686985174	1
eb88c111-92fe-48c5-838a-7642e736b82e	kp1_plasmid_1_pilon_pilon_pilon	100.0	4.514320217524239	0	11729	2374	14112	11738	+	11739	11729	11728	1	10	3	99.9744201909959	99.88073941562314	3
015a6282-2037-4461-b69a-85d5fd73d638	kp1_plasmid_1_pilon_pilon_pilon	92.37994824115786	3.7289869508532134	0	9638	2421	12117	9696	+	9702	10433	9632	6	64	4	99.95847176079734	99.23727066584209	2
68e2e239-fbe0-45a1-9704-062bfba2ef6e	kp1_plasmid_1_pilon_pilon_pilon	100.0	6.851859686097447	0	17812	2625	20441	17816	-	17818	17812	17810	2	6	0	100.0	99.95510158266922	1
7ae1a219-d717-4a22-a513-9a8115f3c86b	kp1_plasmid_1_pilon_pilon_pilon	100.0	4.4408634820031	0	11541	2857	14404	11547	+	11547	11541	11541	0	6	1	99.99133523958062	99.93937819347016	2
560fd0f2-ebb6-42f8-86de-55fd20254eea	kp1_plasmid_1_pilon_pilon_pilon	100.0	4.836606837245257	0	12565	2953	15529	12576	-	12576	12565	12565	0	11	0	100.0	99.91253180661577	2
dca5f71c-d5aa-4230-902a-24e96c945492	kp1_plasmid_1_pilon_pilon_pilon	100.0	2.4229185014825956	0	6264	3879	10179	6300	-	6302	6264	6262	2	38	1	99.98403066113063	99.34941288479848	1
a903f029-4840-4374-9fd0-b83f25574288	kp1_plasmid_1_pilon_pilon_pilon	100.0	10.797370941130772	0	28053	4046	32121	28075	-	28078	28053	28050	3	25	2	99.99286987522282	99.89315478310421	1
6287ad7b-bc39-469c-b754-24044ad87d69	kp1_plasmid_1_pilon_pilon_pilon	100.0	5.716164712307272	0	14837	4073	18936	14863	+	14865	14837	14835	2	28	6	99.95955510616784	99.75782038345106	2
a6e090ef-495e-4fe3-8308-9d4d5ff3a651	kp1_plasmid_1_pilon_pilon_pilon	100.0	0.6284204494321525	0	1634	4154	5788	1634	+	1634	1634	1634	0	0	0	100.0	100.0	0
1e481811-3438-4bf3-8de8-f7d47faa8e2e	kp1_plasmid_1_pilon_pilon_pilon	100.0	3.0955668283227635	0	8047	4491	12540	8049	+	8049	8047	8047	0	2	1	99.98757300857463	99.96272828922848	1
